time,speed,accel,brake,turn_rate,label
0.0,64.96714153011233,-6.349784541824178,0.0,0.15205405890495416,aggressive
0.1,58.61735698828815,0.7548719254472971,0.0,0.09719321875358894,aggressive
0.2,66.47688538100692,8.306470787896053,0.0,0.25020018890665596,aggressive
0.30000000000000004,75.23029856408026,-4.40920956412014,0.0,0.029313743780695,aggressive
0.4,57.658466252766644,-8.78583406678603,0.0,0.1732160567431689,aggressive
0.5,57.6586304305082,9.066830951153634,0.0,-0.055363101564859775,aggressive
0.6000000000000001,75.79212815507391,5.007858430510446,0.0,0.06635975766417367,aggressive
0.7000000000000001,67.67434729152909,-10.243436007211717,0.0,0.11228660615525755,aggressive
0.8,55.30525614065048,-1.124373427834719,0.0,0.30967242076292845,aggressive
0.9,65.42560043585965,0.03028346561244888,0.0,0.2688108024404269,aggressive
1.0,55.365823071875376,-5.041448985781109,0.0,0.14460653161577577,aggressive
1.1,55.34270246429743,3.5268998218924814,0.0,0.2729369795129751,aggressive
1.2000000000000002,62.41962271566034,-7.237752455437704,0.0,0.2887622963380397,aggressive
1.3,40.867197553422024,-9.834400520395334,0.0,0.18393351516252784,aggressive
1.4000000000000001,42.75082167486967,6.754963577084126,0.0,0.06156218557863098,aggressive
1.5,54.377124707590276,3.5604335608930455,0.0,0.17920876899338858,aggressive
1.6,49.87168879665576,4.38267430918123,0.0,0.19021075948278637,aggressive
1.7000000000000002,63.142473325952736,0.5240352240660648,0.0,0.07675456091697741,aggressive
1.8,50.91975924478789,-8.632755169652825,0.0,0.2367046792929968,aggressive
1.9000000000000001,45.87696298664709,11.868364222213824,0.0,0.22798118543023554,aggressive
2.0,74.65648768921554,5.93263700424378,0.0,0.24450426998941868,aggressive
2.1,57.74223699513465,-6.9906028211681495,0.0,0.22789230971674435,aggressive
2.2,60.67528204687924,-5.994859428634609,0.0,0.2729843035114983,aggressive
2.3000000000000003,45.75251813786543,-3.059554646065532,0.0,0.18206719721269685,aggressive
2.4000000000000004,54.556172754748175,7.6783538796166155,0.0,0.22017851073709535,aggressive
2.5,61.10922589709866,-3.033054264485603,0.0,0.1602259715754468,aggressive
2.6,48.49006422577697,1.323877143179029,0.0,0.14155007843780498,aggressive
2.7,63.75698018345672,2.75177443751749,0.0,0.33382496307620757,aggressive
2.8000000000000003,53.99361310081195,-3.3369588406947415,0.0,-0.004376870152649648,aggressive
2.9000000000000004,57.083062502067236,-0.005339611552958701,0.0,0.28767599891542645,aggressive
3.0,53.98293387770603,10.719859671511074,0.0,0.13794591245543394,aggressive
3.1,78.52278184508938,2.9410469374573154,0.0,0.12499618223568791,aggressive
3.2,59.86502775262066,-14.54994556732419,0.0,0.2261577484065407,aggressive
3.3000000000000003,49.422890710441,4.180210684205612,0.0,0.05103903876489973,aggressive
3.4000000000000004,68.22544912103189,-0.8156636050756134,0.0,0.1183976928053797,aggressive
3.5,47.791563500289776,-3.0684065854921663,0.0,0.11508603534870081,aggressive
3.6,62.08863595004755,-3.694132369543766,0.0,0.17786017418149053,aggressive
3.7,40.403298761202244,-7.68524821951593,0.0,0.11958623118393119,aggressive
3.8000000000000003,46.71813951101569,10.782656798744494,0.0,0.36011186856392685,aggressive
3.9000000000000004,61.96861235869123,10.333263144469207,0.0,0.3797016516497954,aggressive
4.0,67.3846657999541,-0.127464773395765,0.0,-0.0021993522748063213,aggressive
4.1000000000000005,61.7136828118997,-4.270574311918256,0.0,0.25443227047657363,aggressive
4.2,58.843517176117594,-2.3623598838962963,0.0,0.2858663439077575,aggressive
4.3,56.98896304410711,-6.814368539895934,0.0,0.25429852023911054,aggressive
4.4,45.214780096325725,-2.0937025640270974,0.0,0.13418865069083055,aggressive
4.5,52.801557916052914,5.0894160970382,0.0,0.17559044378414587,aggressive
4.6000000000000005,55.393612290402125,8.88483217306812,0.0,0.12517253452223046,aggressive
4.7,70.57122226218915,4.021285302641246,0.0,0.15797359688411716,aggressive
4.800000000000001,63.43618289568462,-14.100811907908245,0.0,0.07900349713328239,aggressive
4.9,42.36959844637266,-0.09767160086833471,0.0,0.188521117836545,aggressive
5.0,63.24083969394795,6.889789374732086,0.0,0.04971982886949303,aggressive
5.1000000000000005,56.149177195836835,-5.005029848503767,0.0,0.17998654457718624,aggressive
5.2,53.23077999694041,4.983792846285919,0.0,0.07514183109002355,aggressive
5.300000000000001,66.11676288840867,8.539607614009547,0.0,0.22068163617914038,aggressive
5.4,70.30999522495951,1.5980191513766542,0.0,0.13205804390571094,aggressive
5.5,69.31280119116198,-9.351085228592947,0.0,0.22905803478745376,aggressive
5.6000000000000005,51.607824767773614,-6.202462474837063,0.0,0.3081580728364782,aggressive
5.7,56.907876241487855,5.852404773131013,0.0,0.3589446936104708,aggressive
5.800000000000001,63.31263431403564,6.423787514867868,0.0,-0.052800458902049034,aggressive
5.9,69.75545127122359,-4.052188346244272,0.0,0.11658059061262173,aggressive
6.0,55.2082576215471,-5.8060205189308824,0.0,0.16969139228879862,aggressive
6.1000000000000005,58.14341023336183,-3.13580368080369,0.0,0.2460327818381483,aggressive
6.2,48.93665025993972,-5.052738237084267,0.0,0.03496454958454707,aggressive
6.300000000000001,48.037933759193294,9.594303982001133,0.0,0.10179075931997844,aggressive
6.4,68.12525822394198,12.762233263257471,0.0,0.21303572026571102,aggressive
6.5,73.56240028570824,-4.4226797198726615,0.0,0.20848882415266673,aggressive
6.6000000000000005,59.27989878419666,-1.763535653393994,0.0,0.2377618406420093,aggressive
6.7,70.03532897892025,2.16823073313984,0.0,0.24436757268881162,aggressive
6.800000000000001,63.61636025047634,-8.243263262485744,0.0,0.23385944331158626,aggressive
6.9,53.54880245394876,-0.0012020976961011343,0.0,0.2193655316631493,aggressive
7.0,63.61395605508414,10.915781605355466,0.0,0.2055739773326368,aggressive
7.1000000000000005,75.38036566465969,-1.9861082230918257,0.0,0.2664763089724363,aggressive
7.2,59.64173960890049,0.13303544674018752,0.0,-0.02393226665642252,aggressive
7.300000000000001,75.64643655814007,-12.919595324898964,0.0,0.3544333486971235,aggressive
7.4,33.80254895910256,-3.713705757193914,0.0,-0.0204482050880324,aggressive
7.5,68.21902504375224,13.533960861639578,0.0,0.0920838183095508,aggressive
7.6000000000000005,60.870470682381715,-5.604549274205461,0.0,0.17732392033498554,aggressive
7.7,57.00992649534132,0.02356854148665377,0.0,0.2672612891089842,aggressive
7.800000000000001,60.91760776535502,-8.442807820675124,0.0,-0.09952668907996164,aggressive
7.9,40.12431085399107,-1.5571633218650724,0.0,0.19718756760581657,aggressive
8.0,57.80328112162488,11.723407430563196,0.0,0.2792395039415735,aggressive
8.1,63.57112571511746,8.487829662895145,0.0,0.29945181160284773,aggressive
8.200000000000001,74.77894044741517,-4.376913948926969,0.0,0.13026703415025412,aggressive
8.3,54.81729781726352,-11.431938238173522,0.0,0.16991647130449677,aggressive
8.4,51.91506397106812,0.08256587344555655,0.0,0.1383851871107372,aggressive
8.5,54.982429564154636,8.619478602976308,0.0,0.16073253464739157,aggressive
